model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge
<a href='https://huggingface.co/Nexusflow/Starling-LM-7B-beta'>Nexusflow/Starling-LM-7B-beta (few-shot)</a>,📝,3.44,7241748480,32002,4096,✗,✗
<a href='https://huggingface.co/NorwAI/NorwAI-Mixtral-8x7B'>NorwAI/NorwAI-Mixtral-8x7B (few-shot)</a>,🧠,3.44,46997647360,67993,32768,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-14B-Chat'>Qwen/Qwen1.5-14B-Chat (few-shot)</a>,📝,3.44,14167290880,152064,32768,✗,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1 (few-shot)</a>,🧠,3.49,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/nvidia/mistral-nemo-minitron-8b-instruct'>nvidia/mistral-nemo-minitron-8b-instruct (few-shot)</a>,📝,3.51,8414105600,131072,8192,✓,✗
<a href='https://huggingface.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama (few-shot)</a>,🧠,3.54,7799574528,100096,4096,✓,✗
<a href='https://huggingface.co/mhenrichsen/hestenettetLM'>mhenrichsen/hestenettetLM (few-shot)</a>,🧠,3.54,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3 (few-shot)</a>,🧠,3.55,7248023552,32768,32768,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-8b-instruct'>ibm-granite/granite-3.0-8b-instruct (few-shot)</a>,📝,3.56,8170848256,49155,4096,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (few-shot)</a>,📝,3.58,7111057408,64000,2048,✓,✗
<a href='https://huggingface.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b (few-shot)</a>,🧠,3.60,8028033024,256000,8192,✗,✗
<a href='https://huggingface.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct (few-shot)</a>,📝,3.60,7771262976,96640,8192,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-3B'>meta-llama/Llama-3.2-3B (few-shot)</a>,🧠,3.69,3212749824,128256,131073,✓,✗
<a href='https://huggingface.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B (few-shot)</a>,🧠,3.70,14030361600,131072,4096,✓,✗
<a href='https://huggingface.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b (few-shot)</a>,🧠,3.72,6738415616,32000,4096,✓,✗
<a href='https://huggingface.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (few-shot)</a>,📝,3.74,9152319488,128000,4096,✗,✗
<a href='https://huggingface.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B (few-shot)</a>,🧠,3.74,9152319488,128000,4096,✓,✗
<a href='https://huggingface.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (few-shot)</a>,📝,3.75,7241748480,32002,4096,✗,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct (few-shot)</a>,📝,3.75,3212749824,128256,131072,✓,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2 (few-shot)</a>,📝,3.76,7241732096,32000,32768,✗,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-14B'>Qwen/Qwen1.5-14B (few-shot)</a>,📝,3.76,14167290880,152064,32768,✓,✗
<a href='https://huggingface.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5 (few-shot)</a>,🧠,3.77,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf (few-shot)</a>,📝,3.77,68976653312,32000,4096,✓,✗
<a href='https://huggingface.co/microsoft/Phi-3-mini-128k-instruct'>microsoft/Phi-3-mini-128k-instruct (few-shot)</a>,📝,3.77,3821079552,32064,130819,✓,✗
<a href='https://huggingface.co/microsoft/Phi-3-mini-4k-instruct'>microsoft/Phi-3-mini-4k-instruct (few-shot)</a>,📝,3.80,3821079552,32064,4096,✓,✗
<a href='https://huggingface.co/01-ai/Yi-1.5-6B'>01-ai/Yi-1.5-6B (few-shot)</a>,🧠,3.81,6061035520,64000,4097,✓,✗
<a href='https://huggingface.co/LumiOpen/Viking-7B'>LumiOpen/Viking-7B (few-shot)</a>,🧠,3.81,7550013440,131072,4096,✓,✗
<a href='https://huggingface.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base (few-shot)</a>,🧠,3.82,7771263040,96640,8192,✓,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1 (few-shot)</a>,📝,3.83,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B (few-shot)</a>,🧠,3.86,8028033024,256000,8192,✗,✗
<a href='https://huggingface.co/meta-llama/Llama-2-13b-hf'>meta-llama/Llama-2-13b-hf (few-shot)</a>,🧠,3.87,13015866880,32000,4096,✓,✗
<a href='https://huggingface.co/google/gemma-2-2b-it'>google/gemma-2-2b-it (few-shot)</a>,📝,3.88,2614341888,256000,8192,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-8b-base'>ibm-granite/granite-3.0-8b-base (few-shot)</a>,🧠,3.88,8170835968,49152,4096,✓,✗
<a href='https://huggingface.co/HPLT/gpt-7b-nordic-prerelease'>HPLT/gpt-7b-nordic-prerelease (few-shot)</a>,🧠,3.89,7550013440,131072,4096,✓,✗
<a href='https://huggingface.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct (few-shot)</a>,📝,3.89,7768117248,256000,8192,✓,✗
<a href='https://huggingface.co/norallm/normistral-7b-warm-instruct'>norallm/normistral-7b-warm-instruct (few-shot)</a>,📝,3.89,7248023552,32768,4096,✓,✗
<a href='https://huggingface.co/bineric/NorskGPT-Llama-7B-v0.1'>bineric/NorskGPT-Llama-7B-v0.1 (few-shot)</a>,📝,3.89,6738415616,32000,4096,✗,✗
<a href='https://huggingface.co/ibm-granite/granite-8b-code-base-4k'>ibm-granite/granite-8b-code-base-4k (few-shot)</a>,🧠,3.90,8054910976,49152,4096,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf (few-shot)</a>,📝,3.91,6738417664,32000,4096,✓,✗
<a href='https://huggingface.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4 (few-shot)</a>,🧠,3.91,8030261248,128256,131072,✓,✗
<a href='https://huggingface.co/Qwen/Qwen2.5-Math-7B'>Qwen/Qwen2.5-Math-7B (few-shot)</a>,🧠,3.92,7615616512,152064,4096,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-2b-instruct'>ibm-granite/granite-3.0-2b-instruct (few-shot)</a>,📝,3.93,2634201088,49155,4097,✓,✗
<a href='https://huggingface.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4 (few-shot)</a>,📝,3.94,7452725248,250680,4096,✗,✗
<a href='https://huggingface.co/ibm-granite/granite-8b-code-instruct-4k'>ibm-granite/granite-8b-code-instruct-4k (few-shot)</a>,📝,3.95,8054910976,49152,4096,✓,✗
<a href='https://huggingface.co/tollefj/nordavind-7b-instruct-warm'>tollefj/nordavind-7b-instruct-warm (few-shot)</a>,📝,3.96,7248023552,32768,2048,✗,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-4B-Chat'>Qwen/Qwen1.5-4B-Chat (few-shot)</a>,📝,3.99,3950369280,151936,32768,✗,✗
<a href='https://huggingface.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b (few-shot)</a>,🧠,4.00,7768117248,256000,8192,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct (few-shot)</a>,📝,4.00,1235814400,128256,131073,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k (few-shot)</a>,🧠,4.01,3482503680,49152,2048,✓,✗
<a href='https://huggingface.co/infly/OpenCoder-1.5B-Instruct'>infly/OpenCoder-1.5B-Instruct (few-shot)</a>,📝,4.03,1905650880,96640,4096,✗,✗
<a href='https://huggingface.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4 (few-shot)</a>,📝,4.05,7452725248,250680,4096,✓,✗
<a href='https://huggingface.co/google/gemma-2-2b'>google/gemma-2-2b (few-shot)</a>,🧠,4.05,2614341888,256000,8192,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf (few-shot)</a>,📝,4.06,6738417664,32000,4096,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf (few-shot)</a>,📝,4.07,13015866880,32000,4096,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-1.3b'>AI-Sweden-Models/gpt-sw3-1.3b (few-shot)</a>,🧠,4.08,1444532224,64000,2048,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base (few-shot)</a>,🧠,4.08,2533525504,49152,4097,✓,✗
<a href='https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B-Instruct'>HuggingFaceTB/SmolLM2-1.7B-Instruct (few-shot)</a>,📝,4.09,1711376384,49152,8192,✓,✗
<a href='https://huggingface.co/google/gemma-2b-it'>google/gemma-2b-it (few-shot)</a>,📝,4.11,2506172416,256000,8192,✗,✗
<a href='https://huggingface.co/google/gemma-7b-it'>google/gemma-7b-it (few-shot)</a>,📝,4.11,8537680896,256000,8192,✗,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct (few-shot)</a>,📝,4.12,3374295552,49155,4096,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-4B'>Qwen/Qwen1.5-4B (few-shot)</a>,📝,4.13,3950369280,151936,32768,✓,✗
<a href='https://huggingface.co/google/gemma-2b'>google/gemma-2b (few-shot)</a>,🧠,4.13,2506172416,256000,8192,✓,✗
<a href='https://huggingface.co/tiiuae/falcon-11B'>tiiuae/falcon-11B (few-shot)</a>,🧠,4.15,11102822400,65024,8192,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-356m'>AI-Sweden-Models/gpt-sw3-356m (few-shot)</a>,🧠,4.15,470607872,64000,2048,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B (few-shot)</a>,🧠,4.18,1235814400,128256,131073,✓,✗
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b (few-shot)</a>,📝,4.19,1000000000,262144,32768,✓,✗
<a href='https://huggingface.co/google/gemma-3-1b-it'>google/gemma-3-1b-it (few-shot)</a>,📝,4.19,999885952,262144,32768,✓,✗
<a href='https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B (few-shot)</a>,🧠,4.21,1711376384,49152,8192,✓,✗
<a href='https://huggingface.co/BSC-LT/salamandra-2b-instruct'>BSC-LT/salamandra-2b-instruct (few-shot)</a>,📝,4.21,2253490176,256000,8192,✓,✗
<a href='https://huggingface.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview (few-shot)</a>,🧠,4.21,1195468800,65536,2048,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-1.8B-Chat'>Qwen/Qwen1.5-1.8B-Chat (few-shot)</a>,📝,4.21,1836828672,151936,32768,✗,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct (few-shot)</a>,📝,4.23,470607872,64000,2048,✓,✗
<a href='https://huggingface.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2 (few-shot)</a>,📝,4.23,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B (few-shot)</a>,🧠,4.24,,128000,4096,✓,✗
<a href='https://huggingface.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt (few-shot)</a>,🧠,4.25,999885952,262144,32768,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-1b-a400m-instruct'>ibm-granite/granite-3.0-1b-a400m-instruct (few-shot)</a>,📝,4.26,1334628352,49155,4096,✓,✗
<a href='https://huggingface.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview (few-shot)</a>,🧠,4.26,3211926528,65536,4096,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct (few-shot)</a>,📝,4.28,6738481152,32008,4096,✓,✗
<a href='https://huggingface.co/PleIAs/Pleias-Nano'>PleIAs/Pleias-Nano (few-shot)</a>,🧠,4.29,1195468800,65536,2048,✓,✗
<a href='https://huggingface.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct (few-shot)</a>,📝,4.29,1656850432,128000,4096,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3b-code-instruct-2k'>ibm-granite/granite-3b-code-instruct-2k (few-shot)</a>,📝,4.30,3482503680,49152,2048,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct (few-shot)</a>,📝,4.30,186112512,64000,2048,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-3b-a800m-base'>ibm-granite/granite-3.0-3b-a800m-base (few-shot)</a>,🧠,4.31,3374286336,49152,4096,✓,✗
<a href='https://huggingface.co/microsoft/phi-2'>microsoft/phi-2 (few-shot)</a>,🧠,4.33,2779683840,51200,2048,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-0.5B-Chat'>Qwen/Qwen1.5-0.5B-Chat (few-shot)</a>,📝,4.33,619570176,151936,32768,✗,✗
<a href='https://huggingface.co/timpal0l/Mistral-7B-v0.1-flashback-v2-instruct'>timpal0l/Mistral-7B-v0.1-flashback-v2-instruct (few-shot)</a>,📝,4.35,7241732096,32000,32768,✓,✗
<a href='https://huggingface.co/Qwen/Qwen2.5-Math-1.5B'>Qwen/Qwen2.5-Math-1.5B (few-shot)</a>,📝,4.36,1543714304,151936,4096,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-0.5B'>Qwen/Qwen1.5-0.5B (few-shot)</a>,📝,4.37,619570176,151936,32768,✓,✗
<a href='https://huggingface.co/RJuro/kanelsnegl-v0.2'>RJuro/kanelsnegl-v0.2 (few-shot)</a>,📝,4.38,7241732096,32000,512,✓,✗
<a href='https://huggingface.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b (few-shot)</a>,📝,4.38,68977172480,32032,8192,✗,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-1b-a400m-base'>ibm-granite/granite-3.0-1b-a400m-base (few-shot)</a>,🧠,4.38,1384956928,49152,4096,✓,✗
<a href='https://huggingface.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M (few-shot)</a>,🧠,4.38,361821120,49152,8192,✓,✗
<a href='https://huggingface.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct (few-shot)</a>,📝,4.39,134515008,49152,8192,✓,✗
<a href='https://huggingface.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct (few-shot)</a>,📝,4.39,361821120,49152,8192,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m (few-shot)</a>,🧠,4.41,186112512,64000,2048,✓,✗
<a href='https://huggingface.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview (few-shot)</a>,🧠,4.42,353424384,65536,2048,✓,✗
<a href='https://huggingface.co/infly/OpenCoder-1.5B-Base'>infly/OpenCoder-1.5B-Base (few-shot)</a>,🧠,4.43,1905650960,96640,4096,✓,✗
